lab_name,transfer_mode,protocol_name,display_name,active_total_nominal,masked_total,sensor,sensor_is_active,variable,rmse,mae,r2
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,6,0,temperature,0.14370485483181733,0.10005000233650208,0.9818202092109157
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,6,0,humidity,0.5574264333708343,0.41000327467918396,0.9905320412380184
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,7,1,temperature,0.0733057159838324,0.05584508180618286,0.9876967118787987
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,7,1,humidity,0.42099035193222784,0.3195268213748932,0.9928843205616031
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,8,0,temperature,0.12139843479860807,0.08782969415187836,0.9704161107487836
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,8,0,humidity,0.40240400289086004,0.30030307173728943,0.9943247885268133
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,9,1,temperature,0.1906294532943596,0.1436750888824463,0.9453837163603045
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,9,1,humidity,0.6724226959283781,0.5410817861557007,0.9856623603754415
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,10,1,temperature,0.07569565215493744,0.05855131894350052,0.9873484360161385
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,10,1,humidity,0.4179266436036624,0.3109811842441559,0.9932906543497635
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,11,1,temperature,0.08899035145698486,0.06755337864160538,0.9831741192135759
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,11,1,humidity,0.3687537047636491,0.28821590542793274,0.9943661709002277
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,12,0,temperature,0.12945217791793892,0.0820218026638031,0.9648960069084715
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,12,0,humidity,0.5468187030698082,0.40491294860839844,0.9895769920592151
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,13,0,temperature,0.6617370954220152,0.34408921003341675,0.6567909292952945
lab1,lab1_reference,lab2_active_2_7_9_10_11,"Lab2 active set [2, 7, 9, 10, 11]",5,8,13,0,humidity,2.057243121254445,1.253307819366455,0.7823838331516033
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,1,1,temperature,0.21447349201481083,0.15076135098934174,0.8852184661390288
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,1,1,humidity,0.7677539109702135,0.5640344023704529,0.9800130889871764
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,2,0,temperature,0.1178561407368907,0.09266819059848785,0.98286868417053
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,2,0,humidity,0.5079582592043091,0.40128570795059204,0.9909017691808863
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,3,0,temperature,0.10106122583000088,0.07967706769704819,0.9813291989801652
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,3,0,humidity,0.5574457870519229,0.44703441858291626,0.988192986979491
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,4,0,temperature,0.1029495424595916,0.08117754757404327,0.9705584032336566
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,4,0,humidity,0.4420201918512277,0.35571062564849854,0.9914599202357
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,5,0,temperature,0.06870873619031947,0.05358021333813667,0.9888646325685021
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,5,0,humidity,0.35497039402828606,0.28826403617858887,0.9951910119277124
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,6,1,temperature,0.22230952018829894,0.13428792357444763,0.9564927013629485
