transfer_mode,protocol_name,display_name,active_count,masked_total,r2_humidity,r2_temperature,score
head_only,lab2_active_2_13,"Lab2 active set [2, 13]",2,11,0.9140675715187695,0.9027233976517498,0.9083954845852596
head_only,lab2_active_7_13,"Lab2 active set [7, 13]",2,11,0.9275312479272174,0.8859819302599179,0.9067565890935676
head_only,lab2_active_9_13,"Lab2 active set [9, 13]",2,11,0.9047999787530692,0.9020860840591447,0.9034430314061069
head_only,lab2_active_2_10_12,"Lab2 active set [2, 10, 12]",3,10,0.9693608803099855,0.9599084633549556,0.9646346718324705
head_only,lab2_active_1_9_11,"Lab2 active set [1, 9, 11]",3,10,0.9684413542018694,0.9599657674493918,0.9642035608256305
head_only,lab2_active_9_11_12,"Lab2 active set [9, 11, 12]",3,10,0.9684128469913449,0.9583799222354779,0.9633963846134114
head_only,lab2_active_6_10_12,"Lab2 active set [6, 10, 12]",3,10,0.9710065562946244,0.9554416709984305,0.9632241136465274
head_only,lab2_active_1_2_12,"Lab2 active set [1, 2, 12]",3,10,0.9658626921756583,0.9605418554413436,0.963202273808501
head_only,lab2_active_3_9_11,"Lab2 active set [3, 9, 11]",3,10,0.9692073738816523,0.9559820328000405,0.9625947033408464
head_only,lab2_active_6_8_10,"Lab2 active set [6, 8, 10]",3,10,0.9697258997063805,0.9551918853030555,0.9624588925047179
head_only,lab2_active_2_8_12,"Lab2 active set [2, 8, 12]",3,10,0.9637000052946422,0.9578448301410786,0.9607724177178604
head_only,lab2_active_2_9_12,"Lab2 active set [2, 9, 12]",3,10,0.9660819209597334,0.954938356401557,0.9605101386806452
head_only,lab2_active_3_5_9,"Lab2 active set [3, 5, 9]",3,10,0.9657646921097205,0.9551214971245632,0.9604430946171418
head_only,lab2_active_5_6_8,"Lab2 active set [5, 6, 8]",3,10,0.9665664537877775,0.953693482870486,0.9601299683291318
head_only,lab2_active_3_11_12,"Lab2 active set [3, 11, 12]",3,10,0.9666791529388328,0.9532571414121411,0.959968147175487
head_only,lab2_active_1_11_12,"Lab2 active set [1, 11, 12]",3,10,0.9620339860044804,0.9576399094200763,0.9598369477122783
head_only,lab2_active_2_11_12,"Lab2 active set [2, 11, 12]",3,10,0.964629060411461,0.9547047861529462,0.9596669232822036
head_only,lab2_active_5_9_11,"Lab2 active set [5, 9, 11]",3,10,0.96486303872049,0.9542270861659605,0.9595450624432252
